doc_key|doc_chap|doc_para|doc_content|doc_title|doc_label
1464|16|24|"Were ""contract utopia"" to exist, Williamson says, it would best be described as a ""plan"" that, like other ""utopian modes,"" requires ""deep commitment to collective purposes"" and ""personal subordination."" Subordination to what? To the plan. Contract in this context of perfect rationality is what Williamson describes as ""a world of planning."" Such planning was the basic institution of socialist economics, where the ""new man"" was idealized as possessing ""a high level of cognitive competence"" and therefore, it was espoused, could design highly effective plans. Varian deftly swaps out socialism's ""new []man"" and installs instead a market defined by surveillance capitalism's economic imperatives, expressed through a ubiquitous computational architecture, the machine intelligence capabilities to which data are continuously supplied, the analytics that discern patterns, and the algorithms that convert them into rules. This is the essence of the uncontract, which transforms the human, legal, and economic risks of contracts into plans constructed, monitored, and maintained by private firms for the sake of guaranteed outcomes: less contract utopia than *uncontract dystopia.*"|Chap 16, Para 24|16 THE RIGHT TO SANCTUARY
1465|16|25|In November 2016 the experience of three people in the small Illinois town of Belleville was testimony to what we lose when we subordinate ourselves to the dystopian rule of the uncontract. Pat and Stanford Kipping owed their credit union \$350 on their 1998 Buick. Once again, they could not make their monthly \$95 payment. The Kippings' credit union enlisted a local repo man, Jim Ford, to take away their car.|Chap 16, Para 25|16 THE RIGHT TO SANCTUARY
1466|16|26|When Ford visited the Kippings' Belleville home, he was disturbed to find an elderly couple who were forced to choose between buying medicine and making their car payments. Ford's initial response was to waive his repossession fees. The Kippings generously thanked him, invited him in for tea, and shared their story. That's when Ford decided to bridge the gap between uncertain reality and the stipulations of their contract. He did the human thing, calling the credit union and offering to pay the couple's debt.|Chap 16, Para 26|16 THE RIGHT TO SANCTUARY
1467|16|27|"The credit union manager insisted that Ford had to follow the ""process."" Ford continued to invoke the ancient social principles of the contract, seeking a way through the maze to something that felt like justice. Ultimately the manager agreed to ""work with"" the couple to see what could be done. It didn't end there. Within twenty-four hours, an online fund-raising appeal produced enough to pay off the Kippings' car, detail it, purchase a Thanksgiving turkey, and give the couple an additional gift of \$1,000."|Chap 16, Para 27|16 THE RIGHT TO SANCTUARY
1468|16|28|"Most interesting is that when a local paper picked up the story, it quickly went viral across the web and traditional media. Millions of people read and responded to this drama, presumably because it stirred memories of something precious and necessary but now threatened with extinction. Jim Ford reminded us of the most cherished requirements of a civilized life: our shared assertion of rights to the future tense and its expression in the joining of wills in mutual commitment to dialogue, problem solving, and empathy. He was eloquent on []this point: ""Just be nice to people. It's not that hard. The fact that this has gone so crazy is kind of sad. This should be a daily thing, a normal thing."""|Chap 16, Para 28|16 THE RIGHT TO SANCTUARY
1469|16|29|In the dystopia of the uncontract, this daily human thing is not normal. What if the Kippings' credit union employed Spireon's telematics and merely had to instruct the vehicular monitoring system to disable the car? There would be no loan manager engaging in a give-and-take with customers. The algorithm tasked to eliminate the messy, unpredictable, untrustworthy eruptions of human will would have seized the old Buick. There would have been no shared tea time with the Kippings and no one to listen to their story. There would have been no opportunity to find an alternate route through the maze, no opportunity to build trust, no occasion for collective action, no heartwarming holiday story of kindness, no glimmer of hope for a human future in which the best of our institutions is preserved and fortified, no shared challenge of uncertainty, and no shared freedom.|Chap 16, Para 29|16 THE RIGHT TO SANCTUARY
1470|16|30|In the dystopia of the uncontract, surveillance capitalism's drive toward certainty fills the space once occupied by all the human work of building and replenishing social trust, which is now reinterpreted as unnecessary friction in the march toward guaranteed outcomes. The deletion of uncertainty is celebrated as a victory over human nature: our cunning and our opportunism. All that's left to matter are the rules that translate reasons into action, the objective measures of behavior, and the degree of conformance between the two. Social trust eventually withers, a kind of vestigial oddity like a third nipple or wisdom teeth: traces of an evolutionary past that no longer appear in operational form because their context and therefore their purpose have vanished.|Chap 16, Para 30|16 THE RIGHT TO SANCTUARY
1471|16|31|The uncontract and the for-profit circuits of behavior modification in which it executes its objectives construe society as an acrid wasteland in which mistrust is taken for granted. By positing our lives together as already failed, it justifies coercive intervention for the sake of certainty. Against this background of the gradual normalization of the automated plan and its planners, the human response of one repo man bears simple witness to precisely what surveillance capitalism must extinguish.|Chap 16, Para 31|16 THE RIGHT TO SANCTUARY
1472|16|32|Human replenishment from the failures and triumphs of choosing the future in the face of uncertainty gives way to the blankness of perpetual compliance. The word *trust* lingers, but its referent in human experience dissolves into reminiscence, an archaic footnote to a barely remembered dream of a []dream that has long since faded for the sake of a new dictatorship of market reasons. As the dream dies, so too does our sense of astonishment and protest. We grow numb, and our numbness paves the way for more compliance. A pathological division of learning forged by unprecedented asymmetries of knowledge and power fixes us in a new inequality marked by the tuners and the tuned, the herders and herded, the raw material and its miners, the experimenters and their unwitting subjects, those who will the future and those who are shunted toward others' guaranteed outcomes.|Chap 16, Para 32|16 THE RIGHT TO SANCTUARY
1473|16|33|So let us establish our bearings. Uncertainty is not chaos but rather the necessary habitat of the present tense. We choose the fallibility of shared promises and problem solving over the certain tyranny imposed by a dominant power or plan because this is the price we pay for the freedom to will, which founds our right to the future tense. In the absence of this freedom, the future collapses into an infinite present of mere behavior, in which there can be no subjects and no projects: only *objects.*|Chap 16, Para 33|16 THE RIGHT TO SANCTUARY
1474|16|34|In the future that the surveillance capitalism prepares for us, my will and yours threaten the flow of surveillance revenues. Its aim is not to destroy us but simply to author us and to profit from that authorship. Such means have been imagined in the past, but only now are they feasible. Such means have been rejected in the past, but only now have they been allowed to root. We are ensnared without awareness, shorn of meaningful alternatives for withdrawal, resistance, or protection.|Chap 16, Para 34|16 THE RIGHT TO SANCTUARY
1475|16|35|The promise of the promise and the will to will run deeper than these deformities. They remind us of that place again where we humans heal the breach between the known and the unknowable, navigating the seas of uncertainty in our vessels of shared promises. In the real world of human endeavor, there is no perfect information and no perfect rationality. Life inclines us to take action and to make commitments even when the future is unknown. Anyone who has brought a child into the world or has otherwise given his or her heart in love knows this to be true.|Chap 16, Para 35|16 THE RIGHT TO SANCTUARY
1476|16|36|Gods know the future, but we move forward, take risks, and bind ourselves to others despite the fact that we can't know everything about the present, let alone the future. This is the essence of our freedom, expressed as the elemental right to the future tense. With the construction and ownership of the new means of behavioral modification, the fate of this right conforms to a pattern that we []already have identified. It is not extinguished, but rather it is usurped: commandeered and accumulated by surveillance capital's exclusive claims on our futures.|Chap 16, Para 36|16 THE RIGHT TO SANCTUARY
1477|16|37|In the course of the last ten chapters I have argued that surveillance capitalism represents an unprecedented logic of accumulation defined by new economic imperatives whose mechanisms and effects cannot be grasped with existing models and assumptions. This is not to say that the old imperatives---a compulsion toward profit maximization along with the intensification of the means of production, growth, and competition---have vanished. However, these must now operate through the novel aims and mechanisms of surveillance capitalism. I briefly review the new imperatives here, both as a summary of the ground that we have covered and as prelude to the question *How did they get away with it?*|Chap 16, Para 37|16 THE RIGHT TO SANCTUARY
1478|16|38|"Surveillance capitalism's new story begins with *behavioral surplus* discovered more or less ready-made in the online environment, when it was realized that the ""data exhaust"" clogging Google's servers could be combined with its powerful analytic capabilities to produce predictions of user behavior. Those *prediction products* became the basis for a preternaturally lucrative sales process that ignited new *markets in future behavior.*"|Chap 16, Para 38|16 THE RIGHT TO SANCTUARY
1479|16|39|"Google's ""machine intelligence"" improved as the volume of data increased, producing better prediction products. This dynamic established *the extraction imperative,* which expresses the necessity of *economies of scale in surplus accumulation* and depends upon automated systems that relentlessly track, hunt, and induce more behavioral surplus. Google imposed the logic of conquest, defining human experience as free for the taking, available to be rendered as data and claimed as surveillance assets. The company learned to employ a range of rhetorical, political, and technological strategies to obfuscate these processes and their implications."|Chap 16, Para 39|16 THE RIGHT TO SANCTUARY
1480|16|40|The need for scale drove a relentless search for new high-volume supplies of behavioral surplus, producing competitive dynamics aimed at cornering these supplies of raw material and seeking lawless undefended spaces in which []to prosecute these unexpected and poorly understood acts of dispossession. All the while, surveillance capitalists stealthily but steadfastly habituated us to their claims. In the process, our access to necessary information and services became hostage to their operations, our means of social participation fused with their interests.|Chap 16, Para 40|16 THE RIGHT TO SANCTUARY
1481|16|41|Lucrative *prediction products* depend upon behavioral surplus, and competition drove the supply challenges to a new level, expressed in the *prediction imperative.* More-powerful prediction products required *economies of scope* as well as scale, variation as well as volume. This variation occurs along two dimensions. The first is *extension* across a wide range of activities; the second is the *depth* of predictive detail within each activity.|Chap 16, Para 41|16 THE RIGHT TO SANCTUARY
1482|16|42|In this new phase of competitive intensity, surveillance capitalists are forced from the virtual world into the real one. This migration necessitates new machine processes for the *rendition* of all aspects of human experience into behavioral data. Competition now occurs in the context of a rapidly evolving global architecture of ubiquitous computation and therefore ubiquitous supply opportunities, as prediction products are increasingly expected to approximate certainty and therefore to guarantee behavioral outcomes.|Chap 16, Para 42|16 THE RIGHT TO SANCTUARY
1483|16|43|In a third phase of competitive intensity, surveillance capitalists discovered the necessity of *economies of action* based on new methods that go beyond tracking, capturing, analyzing, and predicting behavior in order to intervene in the state of play and actively shape behavior at the source. The result is that the means of production are subordinated to an elaborate new *means of behavioral modification,* which relies upon a variety of machine processes, techniques, and tactics (tuning, herding, conditioning) to shape individual, group, and population behavior in ways that continuously improve their approximation to guaranteed outcomes. Just as industrial capitalism was driven to the continuous intensification of the means of production, so surveillance capitalists are now locked in a cycle of continuous intensification of the means of behavioral modification.|Chap 16, Para 43|16 THE RIGHT TO SANCTUARY
1484|16|44|Surveillance capitalists' interests have shifted from using automated machine processes to know about your behavior to using machine processes to shape your behavior according to their interests. In other words, this decade-and-a-half trajectory has taken us from *automating information flows about you* []to *automating you.* Given the conditions of increasing ubiquity, it has become difficult if not impossible to escape this audacious, implacable web.|Chap 16, Para 44|16 THE RIGHT TO SANCTUARY
1485|16|45|In order to reestablish our bearings, I have asked for a rebirth of astonishment and outrage. Most of all, I have asked that we reject the Faustian pact of participation for dispossession that requires our submission to the means of behavioral modification built on the foundation of the Google declarations. I am also mindful, though, that when we ask *How did they get away with it?* there are many compelling reasons to consider, no one of which stands alone. Instead of simple cause and effect, the answers to our question constitute a broad landscape of history, contingency, quicksand, and coercion.|Chap 16, Para 45|16 THE RIGHT TO SANCTUARY
1486|16|46|"Our question is even more vexing in light of the fact that in the great majority of surveys designed to probe public attitudes toward the loss of privacy and other elements of surveillance capitalist practices, few of us favor the status quo. In forty-six of the most prominent forty-eight surveys administered between 2008 and 2017, substantial majorities support measures for enhanced privacy and user control over personal data. (Only two early surveys were somewhat less conclusive, because so many participants indicated that they did not understand how or what personal information was being gathered.) Indeed, by 2008 it was well established that the more knowledge one has about ""internet privacy practices,"" the more one is likely to be very concerned about privacy."|Chap 16, Para 46|16 THE RIGHT TO SANCTUARY
1487|16|47|"Although the surveys vary in terms of their specific focus and questions, the general consistency of responses over the decade is noteworthy. For example, an important 2009 survey found that when Americans are informed of the ways that companies gather data for targeted online ads, 73--86 percent reject such advertising. Another substantial survey in 2015 found 91 percent of respondents disagreeing that the collection of personal information ""without my knowing"" is a fair trade-off for a price discount. Fifty-five percent disagreed that it was a fair exchange for improved services. In 2016 Pew Research reported only 9 percent of respondents as very confident in trusting social media sites with their data and 14 percent as very confident about trusting companies with personal data. More than 60 percent wanted to do more to protect their privacy and believed there should be more regulations to protect privacy."|Chap 16, Para 47|16 THE RIGHT TO SANCTUARY
1488|16|48|[]Surveillance capitalist firms have tended to dismiss these survey results, pointing instead to the spectacular growth of users and revenue. This discrepancy has confounded research and public policy. With so many people rejecting the practices of surveillance capitalism, even considering how little most of us actually know about these practices, how is it that this market form has been able to succeed? The reasons are plentiful:|Chap 16, Para 48|16 THE RIGHT TO SANCTUARY
1489|16|49|"1\. ***Unprecedented:*** Most of us did not resist the early incursions of Google, Facebook, and other surveillance capitalist operations because it was impossible to recognize the ways in which they differed from anything that had gone before. The basic operational mechanisms and business practices were so new and strange, so utterly sui generis, that all we could see was a gaggle of ""innovative"" horseless carriages. Most significantly, anxiety and vigilance have been fixed on the known threats of surveillance and control associated with state power. Earlier incursions of behavior modification at scale were understood as an extension of the state, and we were not prepared for the onslaught from private firms."|Chap 16, Para 49|16 THE RIGHT TO SANCTUARY
1490|16|50|2\. ***Declaration as invasion:*** The lack of precedence left us disarmed and charmed. Meanwhile, Google learned the art of invasion by declaration, taking what it wanted and calling it theirs. The corporation asserted its rights to bypass our awareness, to take our experience and transform it into data, to claim ownership of and decisions over the uses of those data, to produce strategies and tactics that keep us ignorant of its practices, and to insist on the conditions of lawlessness required for these operations. These declarations institutionalized surveillance capitalism as a market form.|Chap 16, Para 50|16 THE RIGHT TO SANCTUARY
1491|16|51|"3\. ***Historical context:*** Surveillance capitalism found shelter in the neoliberal zeitgeist that equated government regulation of business with tyranny. This ""paranoid style"" favored self-management regimes that imposed few limits on corporate practices. In a parallel development, the ""war on terror"" shifted the government's attention from privacy legislation to an urgent interest in the rapidly developing skills and technologies of Google and other rising surveillance capitalists. These ""elective affinities"" produced a trend toward surveillance exceptionalism, which further sheltered the new market form from scrutiny and nurtured its development."|Chap 16, Para 51|16 THE RIGHT TO SANCTUARY
1492|16|52|"4\. ***Fortifications:*** Google aggressively protected its operations by establishing its utilities in the electoral process, strong relationships with elected []and appointed officials, a revolving door of staffers between Washington and Silicon Valley, lavish lobbying expenditures, and a steady ""soft-power"" campaign of cultural influence and capture."|Chap 16, Para 52|16 THE RIGHT TO SANCTUARY
1493|16|53|5\. ***The dispossession cycle:*** First at Google and later at Facebook and other firms, surveillance capitalist leaders mastered the rhythms and stages of dispossession. Audacious incursions are pursued until resistance is met, followed by a range of tactics from elaborate public relations gambits to legal combat, all designed to buy time for gradual habituation to once-outrageous facts. A third stage features public demonstrations of adaptability and even retreat, while in the final stage resources are redirected to achieve the same objectives camouflaged by new rhetoric and tactics.|Chap 16, Para 53|16 THE RIGHT TO SANCTUARY
1494|16|54|6\. ***Dependency:*** The free services of Google, Facebook, and others appealed to the latent needs of second-modernity individuals seeking resources for effective life in an increasingly hostile institutional environment. Once bitten, the apple was irresistible. As surveillance capitalism spread across the internet, the means of social participation become coextensive with the means of behavioral modification. The exploitation of second-modernity needs that enabled surveillance capitalism from the start eventually imbued nearly every channel of social participation. Most people find it difficult to withdraw from these utilities, and many ponder if it is even possible.|Chap 16, Para 54|16 THE RIGHT TO SANCTUARY
1495|16|55|7\. ***Self-Interest:*** New markets in future behavior give rise to networks of fellow travelers, partners, collaborators, and customers whose revenues depend on the prediction imperative. Institutional facts proliferate. The pizzeria owner on the Pokémon Go map, the merchant who saturates his shop with beacons, and the insurance companies vying for behavioral data unite in the race toward guaranteed outcomes and surveillance revenues.|Chap 16, Para 55|16 THE RIGHT TO SANCTUARY
1496|16|56|8\. ***Inclusion:*** Many people feel that if you are not on Facebook, you do not exist. People all over the world raced to participate in Pokémon Go. With so much energy, success, and capital flowing into the surveillance capitalist domain, standing outside of it, let alone against it, can feel like a lonely and risky prospect.|Chap 16, Para 56|16 THE RIGHT TO SANCTUARY
1497|16|57|9\. ***Identification:*** Surveillance capitalists aggressively present themselves as heroic entrepreneurs. Many people identify with and admire the financial success and popularity of the surveillance capitalists and regard them as role models.|Chap 16, Para 57|16 THE RIGHT TO SANCTUARY
1498|16|58|[]10. ***Authority:*** Many also regard these corporations and their leaders as authorities on the future: geniuses who can see farther than the rest of us. It is easy to fall prey to the naturalistic fallacy, which suggests that because the companies are successful, they must also be right. As a result, many of us are respectful of these leaders' expert status and are eager to participate in innovations that anticipate the future.|Chap 16, Para 58|16 THE RIGHT TO SANCTUARY
1499|16|59|11\. ***Social persuasion:*** As we have seen repeatedly, there is an endless cascade of beguiling rhetoric aimed at persuading people of the wonders associated with surveillance capitalist innovations: targeted advertising, personalization, and digital assistants. Beyond that, economies of action are intentionally designed to persuade us to follow one another along prescribed courses of action.|Chap 16, Para 59|16 THE RIGHT TO SANCTUARY
1500|16|60|"12\. ***Foreclosed alternatives:*** The ""dictatorship of no alternatives"" is in full force here. We have seen that the behavioral value reinvestment cycle is increasingly rare. The Aware Home gave way to the Google Home. Surveillance capitalism spread across the internet, and the drive toward economies of scope and action has forced it out into the real world. From apps to devices to the One Voice, it is ever more difficult to identify avenues of escape, let alone genuine alternatives."|Chap 16, Para 60|16 THE RIGHT TO SANCTUARY
1501|16|61|13\. ***Inevitabilism:*** The Trojan horse of computer mediation---devices, apps, connection---enters the scene in a relentless deluge of inevitabilist rhetoric, successfully distracting us from the highly intentional and historically contingent surveillance capitalism within. New institutional facts proliferate and stabilize the new practices. We fall into resignation and a sense of helplessness.|Chap 16, Para 61|16 THE RIGHT TO SANCTUARY
1502|16|62|14\. ***The ideology of human frailty:*** In addition to inevitabilism, surveillance capitalism has eagerly weaponized behavioral economics' ideology of human frailty, a worldview that frames human mentation as woefully irrational and incapable of noticing the regularity of its own failures. Surveillance capitalists employ this ideology to legitimate their means of behavior modification: tuning, herding, and conditioning individuals and populations in ways that are designed to elude awareness.|Chap 16, Para 62|16 THE RIGHT TO SANCTUARY
1503|16|63|15\. ***Ignorance:*** This remains a salient explanation. Surveillance capitalists dominate an abnormal division of learning in which they know things that we cannot know while compelled to conceal their intentions and practices []in secret backstage action. It is impossible to understand something that has been crafted in secrecy and designed as fundamentally illegible. These systems are intended to ensnare us, preying on our vulnerabilities bred by an asymmetrical division of learning and amplified by our scarcity of time, resources, and support.|Chap 16, Para 63|16 THE RIGHT TO SANCTUARY
1504|16|64|"16\. ***Velocity:*** Surveillance capitalism rose from invention to domination in record time. This reflects its ability to attract capital and its laws of motion, but it also reflects a specific strategy in which velocity is consciously deployed to paralyze awareness and freeze resistance while distracting us with immediate gratifications. Surveillance capitalism's velocities outrun democracy even as they outrun our ability to understand what is happening and consider the consequences. This strategy is borrowed from a long legacy of political and military approaches to the production of speed as a form of violence, most recently known as ""shock and awe."""|Chap 16, Para 64|16 THE RIGHT TO SANCTUARY
1505|16|65|These sixteen answers suggest that in the nearly two decades since the invention of surveillance capitalism, existing laws, largely centered on privacy and antitrust, have not been sufficient to disrupt its growth. We need laws that reject the fundamental legitimacy of surveillance capitalism's declarations and interrupt its most basic operations, including the illegitimate rendition of human experience as behavioral data; the use of behavioral surplus as free raw material; extreme concentrations of the new means of production; the manufacture of prediction products; trading in behavioral futures; the use of prediction products for third-order operations of modification, influence, and control; the operations of the means of behavioral modification; the accumulation of private exclusive concentrations of knowledge (the shadow text); and the power that such concentrations confer.|Chap 16, Para 65|16 THE RIGHT TO SANCTUARY
1506|16|66|The rejection of these new institutions of surveillance capital and the declarations upon which they are built would signify a withdrawal of social agreement to surveillance capitalism's aims and methods in the same way that we once withdrew agreement to the antisocial and antidemocratic practices of raw industrial capitalism, righting the balance of power between employers and workers by recognizing workers' rights to collective bargaining and outlawing child labor, hazardous working conditions, excessive work hours, and so on.|Chap 16, Para 66|16 THE RIGHT TO SANCTUARY
1507|16|67|"The withdrawal of agreement takes two broad forms, a distinction that will be useful as we move into Part III. The first is what I call the []*counter-declaration.* These are defensive measures such as encryption and other privacy tools, or arguments for ""data ownership."" Such measures may be effective in discrete situations, but they leave the opposing facts intact, acknowledging their persistence and thus paradoxically contributing to their legitimacy. For example, if I ""opt out"" of tracking, I opt out for me, but my action does not challenge or alter the offending practice. The second form of disagreement is what I call the *synthetic declaration*. If the declaration is ""check,"" the counter-declaration is ""checkmate,"" and the synthetic declaration changes the game. It asserts an alternative framework that transforms the opposing facts. We bide our time with counter-declarations and make life more tolerable, but only a synthetic alternative vision will transform raw surveillance capitalism in favor of a digital future that we can call home."|Chap 16, Para 67|16 THE RIGHT TO SANCTUARY
1508|16|68|I turn to the history of the Berlin Wall as an illustration of these two forms of disagreement. From 1961 through the early 1980s, courageous East Berliners carved seventy-one tunnels through the sandy soil beneath the city, affording several hundred people a means of escape to West Berlin. The tunnels are testament to the necessity of counter-declarations, but they did not bring down the wall or the power that sustained it.|Chap 16, Para 68|16 THE RIGHT TO SANCTUARY
1509|16|69|"The synthetic declaration gathered force over decades, but its full expression would have to wait until near midnight on November 9, 1989, when Harald Jäger, the senior officer on duty that night at the Bornholmer Street passage, gave the order to open the gates, and twenty thousand people surged across the wall into West Berlin. As one historian describes that event, ""By the night of November 9, when the people appeared at the Berlin Wall and demanded to know of the border officials, *Will you let us pass?,* those people had become so certain of themselves, and the officials so unsure of themselves, that the answer was *We will*."""|Chap 16, Para 69|16 THE RIGHT TO SANCTUARY
1510|16|70|"Nearly seventy years ago, the economic historian Karl Polanyi reflected on the ways in which industrial capitalism's market dynamics would, if left unchecked, destroy the very things that it aimed to buy and sell: ""The commodity fiction disregarded the fact that leaving the fate of soil and people to the []market would be tantamount to annihilating them."" In the absence of synthetic declaration, Polanyi's prophecy appears headed for fulfillment, and this fact alone must put us on alert. What does Polanyi's prophecy augur for our time?"|Chap 16, Para 70|16 THE RIGHT TO SANCTUARY
1511|16|71|"Industrial capitalism followed its own logic of shock and awe, taking aim at nature to conquer ""it"" in the interests of capital; now surveillance capitalism has *human* nature in its sights. We have only gradually come to understand that the specific methods of domination employed by industrial capitalism for more than two centuries have fundamentally disoriented the conditions that support life on Earth, violating the most basic precepts of civilization. Despite the many benefits and immense accomplishments of industrial capitalism, it has left us perilously close to repeating the fate of the Easter Islanders, who wrecked the ground that gave them life, then fashioned statues to scan the horizon for the aid and succor that would never come. *If industrial capitalism dangerously disrupted nature, what havoc might surveillance capitalism wreak on human nature?*"|Chap 16, Para 71|16 THE RIGHT TO SANCTUARY
1512|16|72|"The answer to this question requires a return to imperatives. Industrial capitalism brought us to the brink of epic peril, but not as a consequence of an evil lust for destruction or runaway technology. Rather, this result was ineluctably driven by its own inner logic of accumulation, with its imperatives of profit maximization, competition, the relentless drive for labor productivity through the technological elaboration of production, and growth funded by the continuous reinvestment of surplus. It is Weber's ""economic orientation"" that matters, and how that orientation merges with the specific form of capitalism that rises to dominance in each age."|Chap 16, Para 72|16 THE RIGHT TO SANCTUARY
1513|16|73|The logic of industrial capitalism exempted the enterprise from responsibility for its destructive consequences, unleashing the destabilization of the climate system and the chaos it spells for all creatures. Polanyi understood that raw capitalism could not be cooked from within. He argued that it was up to society to impose those obligations on capitalism by insisting on measures that tether the capitalist project to the social, preserving and sustaining life and nature.|Chap 16, Para 73|16 THE RIGHT TO SANCTUARY
1514|16|74|Similarly, the meaning of Polanyi's prophecy for us now can be grasped only through the lens of surveillance capitalism's economic imperatives as they frame its claim to human experience. If we are to rediscover our sense []of astonishment, then let it be here: *if industrial civilization flourished at the expense of nature and now threatens to cost us the Earth, an information civilization shaped by surveillance capitalism will thrive at the expense of human nature and threatens to cost us our humanity.* Polanyi's prophecy requires us to ask if we may yet avert this fate with our own synthetic declarations.|Chap 16, Para 74|16 THE RIGHT TO SANCTUARY
1515|16|75|Parts I and II have been devoted to understanding the origins of surveillance capitalism and identifying, naming, and scrutinizing its foundational mechanisms and economic imperatives. The idea from the start was that naming and taming are inextricable, that fresh and careful naming can better equip us to intercept these mechanisms of dispossession, reverse their action, produce urgently needed friction, challenge the pathological division of learning, and ultimately synthesize new forms of information capitalism that genuinely meet our needs for effective life. Social participation and individual effectiveness should not require the sacrifice of our right to the future tense, which comprises our will to will, our autonomy, our decision rights, our privacy, and, indeed, our human natures.|Chap 16, Para 75|16 THE RIGHT TO SANCTUARY
1516|16|76|However, it would be wrong to suppose that surveillance capitalism can be grasped solely through the prism of its economic action or that the challenges we face are restricted to discerning, containing, and transforming its foundational mechanisms. The consequences of this new logic of accumulation have already leaked and continue to leak beyond commercial practices into the fabric of our social relations, transforming our relationships to ourselves and to one another. These transformations provide the soil in which surveillance capitalism has flourished: an invasive species that creates its own food supply. In transforming us, it produces nourishment for its own march forward.|Chap 16, Para 76|16 THE RIGHT TO SANCTUARY
1517|16|77|It is easier, perhaps, to see these dynamisms by looking to the past. The difference between industrial capitalism and industrial civilization is the difference between the economic operation and the societies it produced. The variant of industrial capitalism that rose to dominance in the late nineteenth and early twentieth centuries produced a specific kind of moral milieu that we sense intuitively even when we do not name it.|Chap 16, Para 77|16 THE RIGHT TO SANCTUARY
1518|16|78|Industrial capitalism was marked by the specialized division of labor, with its historically specific characteristics: the conversion of craft work to mass production based on standardization, rationalization, and the []interchangeability of parts; the moving assembly line; volume production; large populations of wage earners concentrated in factory settings; professionalized administrative hierarchies; managerial authority; functional specialization; and the distinction between white-collar work and blue-collar work.|Chap 16, Para 78|16 THE RIGHT TO SANCTUARY
1519|16|79|The list is illustrative, not exhaustive, but enough to remind us that industrial civilization was drawn from these expressions of the economic imperatives that ruled industrial expansion. The division of labor shaped culture, psychology, and social experience. The shift from craft to hourly wages created new populations of employees and consumers, men and women wholly dependent on the means of production owned and operated by private firms.|Chap 16, Para 79|16 THE RIGHT TO SANCTUARY
1520|16|80|This was the crucible of mass society, its hierarchical authority, and its centralized bureaucratic forms of public and private power, all of it haunted by the specters of conformity, obedience, and human standardization. Lives were defined by institutions that mirrored industrial organization: schools, hospitals, and even aspects of family and domestic life, in which ages and stages were understood as functions of the industrial system, from training to retirement.|Chap 16, Para 80|16 THE RIGHT TO SANCTUARY
1521|16|81|"At a time when surveillance capitalism has emerged as the dominant form of information capitalism, we must ask the question: what kind of civilization does it foretell? The chapters that follow in Part III are intended as an initial contribution to this urgent conversation. I have said that there can be no commitment to ""guaranteed outcomes"" without the power to make it so. What is the nature of this new power? How will it transform our societies? What solution for a third modernity does it proffer? What novel struggles will haunt these new days, and what do they portend for a digital future that we can call home? These are the questions that guide us into Part III. ::: :::  [][CHAPTER TWELVE](toc.xhtml#toc-chapter017) "|Chap 16, Para 81|16 THE RIGHT TO SANCTUARY
1522|17|5|"Under surveillance capitalism, the ""means of production"" serves the ""means of behavioral modification."" Machine processes replace human relationships so that certainty can replace trust. This new assembly relies upon a vast digital apparatus, world-historic concentrations of advanced computational knowledge and skill, and immense wealth. The arc of behavioral modification at scale integrates the many operations that we have examined: ubiquitous extraction and rendition, actuation (tuning, herding, conditioning), behavioral surplus supply chains, machine-intelligence--based manufacturing processes, fabrication of prediction products, dynamic behavioral futures markets, and ""targeting,"" which leads to fresh rounds of tuning, herding, conditioning, and the coercions of the uncontract, thus renewing the cycle."|Chap 17, Para 5|17 A COUP FROM ABOVE
1523|17|6|This assembly is a market project: its purpose is to fabricate predictions, which become more valuable as they approach certainty. The best predictions feed on totalities of data, and on the strength of this movement toward totality, surveillance capitalists have hijacked the division of learning in society. They command knowledge from the decisive pinnacle of the social order, []where they nourish and protect the shadow text: the urtext of certainty. This is the market net in which we are snared.|Chap 17, Para 6|17 A COUP FROM ABOVE
1524|17|7|In Parts I and II we examined the conditions, mechanisms, and operations that construct this private knowledge kingdom and its lucrative predictions that evolve toward certainty in order to guarantee market players the outcomes that they seek. As I wrote in [Chapter 7](chapter012.xhtml), there can be no *guarantee* of outcomes without the power to make it so. This is the dark heart of surveillance capitalism: a new type of commerce that reimagines us through the lens of its own distinctive power, mediated by its means of behavioral modification. What is this power, and how does it remake human nature for the sake of its lucrative certainties?|Chap 17, Para 7|17 A COUP FROM ABOVE
1525|17|8|"As to this species of power, I name it *instrumentarianism,* defined as *the instrumentation and instrumentalization of behavior for the purposes of modification, prediction, monetization, and control.* In this formulation, ""instrumentation"" refers to the puppet: the ubiquitous connected material architecture of sensate computation that renders, interprets, and actuates human experience. ""Instrumentalization"" denotes the social relations that orient the puppet masters to human experience as surveillance capital wields the machines to transform us into means to others' market ends. Surveillance capitalism forced us to reckon with an unprecedented form of capitalism. Now the instrumentarian power that sustains and enlarges the surveillance capitalist project compels a second confrontation with the unprecedented."|Chap 17, Para 8|17 A COUP FROM ABOVE
